Produit;Taille;Couleur;Prix Achat;Prix Vente;Code Complet;Saison
CANVAS;0;MICLA;10,8;33;CANVAS|MICLA|0;H18
CANVAS;0;MICNE;10,8;33;CANVAS|MICNE|0;H18
CANVAS;0;MIOTT;10,8;33;CANVAS|MIOTT|0;H18
CANVAS;0;MIROS;10,8;33;CANVAS|MIROS|0;H18
CANVAS;0;NARED;10,8;33;CANVAS|NARED|0;H18
CANVAS;0;NATUR;7,8;20;CANVAS|NATUR|0;H18
CANVAS;0;OXFBL;10,8;35;CANVAS|OXFBL|0;H18
CANVAS;0;PUGBL;9;30;CANVAS|PUGBL|0;H18
CANVAS;0;RAINE;10,8;33;CANVAS|RAINE|0;H18
CANVAS;0;RIVVE;12,6;39;CANVAS|RIVVE|0;H18
CANVAS;0;ROSMO;7,8;25;CANVAS|ROSMO|0;H18
CANVAS;0;SAICH;9,9;30;CANVAS|SAICH|0;H18
CANVAS;0;SAINA;9,9;30;CANVAS|SAINA|0;H18
CANVAS;0;SANGR;7,8;25;CANVAS|SANGR|0;H18
CANVAS;0;TWEAU;13,44;40;CANVAS|TWEAU|0;H18
CANVAS;0;TWEBD;13,44;40;CANVAS|TWEBD|0;H18
CANVAS;0;VEBLU;12,48;40;CANVAS|VEBLU|0;H18
CANVAS;0;VEGRE;12,6;40;CANVAS|VEGRE|0;H18
CANVAS;0;VELBD;10,8;33;CANVAS|VELBD|0;H18
CANVAS;0;VELBO;14,4;42;CANVAS|VELBO|0;H18
CANVAS;0;VELNE;10,8;33;CANVAS|VELNE|0;H18
CANVAS;0;VELNO;13,32;40;CANVAS|VELNO|0;H18
CANVAS;0;VELPH;12,6;40;CANVAS|VELPH|0;H18
CANVAS;0;VELRE;10,8;33;CANVAS|VELRE|0;H18
CANVAS;0;VELTO;10,8;33;CANVAS|VELTO|0;H18
CANVAS;0;VICCO;12,6;36;CANVAS|VICCO|0;H18
CANVAS;0;WAVES;11,85;36;CANVAS|WAVES|0;H18
CHAINE;0;BRONZ;7,2;25;CHAINE|BRONZ|0;H16
CHAINE;0;GOLD;7,2;25;CHAINE|GOLD|0;H16
CHAINEPLEXI;S;BLACK;11,2;33;CHAINEPLEXI|BLACK|S;H18
CHAINEPLEXI;M;BLACK;11,2;33;CHAINEPLEXI|BLACK|M;H18
CHAINEPLEXI;L;BLACK;9,9;33;CHAINEPLEXI|BLACK|L;H18
CHAINEPLEXI;XL;BLACK;11,2;33;CHAINEPLEXI|BLACK|XL;H18
CHAINEPLEXI;S;TARTA;11,2;33;CHAINEPLEXI|TARTA|S;H18
CHAINEPLEXI;M;TARTA;11,2;33;CHAINEPLEXI|TARTA|M;H18
CHAINEPLEXI;L;TARTA;9,9;33;CHAINEPLEXI|TARTA|L;H18
CHAINEPLEXI;XL;TARTA;11,2;33;CHAINEPLEXI|TARTA|XL;H18
CHARM;0;ANIMA;5,26;15;CHARM|ANIMA|0;H16
CHARM;0;GOLD;4,32;13;CHARM|GOLD|0;H16
CHARM;0;SILVE;4,32;13;CHARM|SILVE|0;H16
CHARMCERCLE;0;ETNVE;5,64;16;CHARMCERCLE|ETNVE|0;H16
CHARMCERCLE;0;GREEN;5,35;16;CHARMCERCLE|GREEN|0;H16
CHARMCERCLE;0;VIOL;5,35;16;CHARMCERCLE|VIOL|0;H16
CHARMPOMPON;0;BLACK;7,44;22;CHARMPOMPON|BLACK|0;H16
CHARMPOMPON;0;MARSA;7,44;22;CHARMPOMPON|MARSA|0;H16
CHARMPOMPON;0;TAU;7,44;22;CHARMPOMPON|TAU|0;H16
CLIP;0;APPLE;3,6;12;CLIP|APPLE|0;E18
CLIP;0;ATLAN;3,6;12;CLIP|ATLAN|0;E18
CLIP;0;AUBER;3,6;12;CLIP|AUBER|0;E18
CLIP;0;BDX;3;10;CLIP|BDX|0;E18
CLIP;0;BLACK;3;10;CLIP|BLACK|0;E18
CLIP;0;BLUE;3;10;CLIP|BLUE|0;E18
CLIP;0;BOSCO;3;10;CLIP|BOSCO|0;E18
CLIP;0;COBAL;3,6;12;CLIP|COBAL|0;E18
CLIP;0;CROBR;3;10;CLIP|CROBR|0;E18
CLIP;0;LATTE;3,6;12;CLIP|LATTE|0;E18
CLIP;0;NAVY;3;10;CLIP|NAVY|0;E18
CLIP;0;OTTAN;3,6;12;CLIP|OTTAN|0;E18
CLIP;0;PINK;3,6;12;CLIP|PINK|0;E18
CLIP;0;ROSMO;3;10;CLIP|ROSMO|0;E18
CLIP;0;SAND;3,6;12;CLIP|SAND|0;E18
CLIP;0;SANGR;3,6;12;CLIP|SANGR|0;E18
CLIP;0;SKB;3,6;12;CLIP|SKB|0;E18
CLIP;0;VOLCA;3,6;12;CLIP|VOLCA|0;E18
CLIP;0;WHITE;3;10;CLIP|WHITE|0;E18
CLIP;0;YELLO;3;10;CLIP|YELLO|0;E18
COLLIER;0;GOCOL;5,91;16;COLLIER|GOCOL|0;H16
COLLIER;0;GOLD;6,34;16;COLLIER|GOLD|0;H16
COLLIER;0;SILVE;6,34;16;COLLIER|SILVE|0;H16
COQUOPOCKET;0;BLACK;4,8;18;COQUOPOCKET|BLACK|0;H18
COQUOPOCKET;0;BOR;4,8;18;COQUOPOCKET|BOR|0;H18
COQUOPOCKET;0;CEDRO;4,8;18;COQUOPOCKET|CEDRO|0;H18
COQUOPOCKET;0;COBAL;4,8;18;COQUOPOCKET|COBAL|0;H18
COQUOPOCKET;0;CURRY;4,8;18;COQUOPOCKET|CURRY|0;H18
COQUOPOCKET;0;GRAFI;4,8;18;COQUOPOCKET|GRAFI|0;H18
COQUOPOCKET;0;IRIS;4,8;18;COQUOPOCKET|IRIS|0;H18
COQUOPOCKET;0;MAYA;4,8;18;COQUOPOCKET|MAYA|0;H18
COQUOPOCKET;0;OTTAN;4,8;18;COQUOPOCKET|OTTAN|0;H18
COQUOPOCKET;0;RED;4,8;18;COQUOPOCKET|RED|0;H18
COQUOPOCKET;0;SLVG;4,8;18;COQUOPOCKET|SLVG|0;H18
COQUOPOCKET;0;VERTF;4,8;18;COQUOPOCKET|VERTF|0;H18
COQUOPOCKET;0;WHITE;4,8;18;COQUOPOCKET|WHITE|0;H18
COUVECOFOUR;0;AMARA;29,4;88;COUVECOFOUR|AMARA|0;H18
COUVECOFOUR;0;BDX;29,4;88;COUVECOFOUR|BDX|0;H18
COUVECOFOUR;0;BLACK;29,4;88;COUVECOFOUR|BLACK|0;H18
COUVECOFOUR;0;BLUET;29,4;88;COUVECOFOUR|BLUET|0;H18
COUVECOFOUR;0;CHOCO;29,4;88;COUVECOFOUR|CHOCO|0;H18
COUVECOFOUR;0;NAVY;29,4;88;COUVECOFOUR|NAVY|0;H18
COUVECOFOUR;0;ROSMO;29,4;88;COUVECOFOUR|ROSMO|0;H18
COUVECOFOUR;0;SLVG;29,4;88;COUVECOFOUR|SLVG|0;H18
COUVECOFOUR;0;TORTO;29,4;88;COUVECOFOUR|TORTO|0;H18
COUVECOFOUR;0;WHITE;29,4;88;COUVECOFOUR|WHITE|0;H18
DECOSHOES;0;UNI;7,54;20;DECOSHOES|UNI|0;E17
DRAPPLAGE;0;ATLAN;11,85;36;DRAPPLAGE|ATLAN|0;E18
DRAPPLAGE;0;CEDRO;11,85;36;DRAPPLAGE|CEDRO|0;E18
DRAPPLAGE;0;COBAL;11,85;36;DRAPPLAGE|COBAL|0;E18
DRAPPLAGE;0;CORAL;11,85;36;DRAPPLAGE|CORAL|0;E18
DRAPPLAGE;0;PINK;11,85;36;DRAPPLAGE|PINK|0;E18
DRAPPLAGE;0;SANGR;11,85;36;DRAPPLAGE|SANGR|0;E18
ECOFOURRURE;0;ASTBL;24;70;ECOFOURRURE|ASTBL|0;H18
ECOFOURRURE;0;BICVN;24;70;ECOFOURRURE|BICVN|0;H18
ECOFOURRURE;0;INTDO;27,48;80;ECOFOURRURE|INTDO|0;H18
ECOFOURRURE;0;LABLE;24;70;ECOFOURRURE|LABLE|0;H18
ECOFOURRURE;0;LAPAU;24;70;ECOFOURRURE|LAPAU|0;H18
ECOFOURRURE;0;LAPAV;18,48;63;ECOFOURRURE|LAPAV|0;H18
ECOFOURRURE;0;LAPBO;24;70;ECOFOURRURE|LAPBO|0;H18
ECOFOURRURE;0;LAPGR;18,48;65;ECOFOURRURE|LAPGR|0;H18
ECOFOURRURE;0;LAPIR;21;65;ECOFOURRURE|LAPIR|0;H18
ECOFOURRURE;0;LAPOU;21;65;ECOFOURRURE|LAPOU|0;H18
ECOFOURRURE;0;LAPVE;21,6;65;ECOFOURRURE|LAPVE|0;H18
ECOFOURRURE;0;LAPVI;27,48;80;ECOFOURRURE|LAPVI|0;H18
ECOFOURRURE;0;LAPVP;21,6;65;ECOFOURRURE|LAPVP|0;H18
ECOFOURRURE;0;MOUMU;24;70;ECOFOURRURE|MOUMU|0;H18
ECOFOURRURE;0;RASGR;14,4;45;ECOFOURRURE|RASGR|0;H18
ECOFOURRURE;0;REARO;24;70;ECOFOURRURE|REARO|0;H18
ECOFOURRURE;0;REBLW;25,2;70;ECOFOURRURE|REBLW|0;H18
ECOFOURRURE;0;REBOR;24;70;ECOFOURRURE|REBOR|0;H18
ECOFOURRURE;0;REBOU;21,6;65;ECOFOURRURE|REBOU|0;H18
ECOFOURRURE;0;REGR;21;65;ECOFOURRURE|REGR|0;H18
ECOFOURRURE;0;RENRS;24;70;ECOFOURRURE|RENRS|0;H18
ECOFOURRURE;0;REWHG;25,2;70;ECOFOURRURE|REWHG|0;H18
ECOFOURRURE;0;SLBLU;24;70;ECOFOURRURE|SLBLU|0;H18
ECOFOURRURE;0;SLMUL;24;70;ECOFOURRURE|SLMUL|0;H18
ECOFOURRURESOBAG;0;LAPCH;18,48;56;ECOFOURRURESOBAG|LAPCH|0;H18
ECOFOURRURESOBAG;0;LAPNE;18,48;56;ECOFOURRURESOBAG|LAPNE|0;H18
ECOFOURRURESOBAG;0;LAPSA;18,48;56;ECOFOURRURESOBAG|LAPSA|0;H18
ECOFOURRURESOBAG;0;LAPVO;18,44;56;ECOFOURRURESOBAG|LAPVO|0;H18
ECOFOURRURESOBAG;0;MARBL;24;70;ECOFOURRURESOBAG|MARBL|0;H18
ECOFOURRURESOBAG;0;MARGR;24;70;ECOFOURRURESOBAG|MARGR|0;H18
ECOFOURRURESOBAG;0;MARNE;24;70;ECOFOURRURESOBAG|MARNE|0;H18
ECOFOURRURESOBAG;0;MOTOR;18,6;56;ECOFOURRURESOBAG|MOTOR|0;H18
ECOFOURRURESOBAG;0;REARG;24;70;ECOFOURRURESOBAG|REARG|0;H18
ECOFOURRURESOBAG;0;REAUB;24;70;ECOFOURRURESOBAG|REAUB|0;H18
ECOFOURRURESOBAG;0;REBLO;24;70;ECOFOURRURESOBAG|REBLO|0;H18
ECOFOURRURESOBAG;0;RETOR;24;70;ECOFOURRURESOBAG|RETOR|0;H18
ECOFOURRURESOBAG;0;REWHI;24;70;ECOFOURRURESOBAG|REWHI|0;H18
ECOFOURRURESOBAG;0;VOLAM;25,2;75;ECOFOURRURESOBAG|VOLAM|0;H18
ECOFOURRURESOBAG;0;VOLBL;25,2;75;ECOFOURRURESOBAG|VOLBL|0;H18
ECOFOURRURESOBAG;0;VOLBO;25,2;75;ECOFOURRURESOBAG|VOLBO|0;H18
ECOFOURRURESOBAG;0;VOLCU;25,2;75;ECOFOURRURESOBAG|VOLCU|0;H18
ECOFOURRURESOBAG;0;VOLRE;25,2;75;ECOFOURRURESOBAG|VOLRE|0;H18
ETUILUNETTES;0;TERRA;9,6;29;ETUILUNETTES|TERRA|0;E17
EXTENSIONCHAINE;0;BRONZ;3,6;10;EXTENSIONCHAINE|BRONZ|0;H16
FERMETURE;0;CARGR;14,08;35;FERMETURE|CARGR|0;H17
FERMETURE;0;CARRO;14,08;35;FERMETURE|CARRO|0;H17
FERMETURE;0;ECBL;12,48;30;FERMETURE|ECBL|0;H17
FERMETURE;0;VOLCA;14,08;35;FERMETURE|VOLCA|0;H17
FERMETUREPOCHE;0;LIGBL;15,6;45;FERMETUREPOCHE|LIGBL|0;H17
FERMETUREPOCHE;0;LIGRO;15,6;45;FERMETUREPOCHE|LIGRO|0;H17
FERMOCITY;0;GREEN;10,56;35;FERMOCITY|GREEN|0;H16
FILET;0;BOR;18,96;50;FILET|BOR|0;H16
FILET;0;BRONZ;18,96;50;FILET|BRONZ|0;H16
FILET;0;MARSA;18,96;50;FILET|MARSA|0;H15
FLAP;0;BIGLI;16,56;49;FLAP|BIGLI|0;H18
FLAP;0;COCOS;14,4;45;FLAP|COCOS|0;H18
FLAP;0;COCOV;14,4;45;FLAP|COCOV|0;H18
FLAP;0;DEBLU;18,12;55;FLAP|DEBLU|0;H18
FLAP;0;DEJEA;14,4;44;FLAP|DEJEA|0;H18
FLAP;0;DERED;18,12;55;FLAP|DERED|0;H18
FLAP;0;ECOBL;14,52;44;FLAP|ECOBL|0;H18
FLAP;0;FLSKY;19,32;58;FLAP|FLSKY|0;H18
FLAP;0;FOLKB;10,8;35;FLAP|FOLKB|0;H18
FLAP;0;GOIRI;10,08;30;FLAP|GOIRI|0;H18
FLAP;0;KALAU;14,16;42;FLAP|KALAU|0;H18
FLAP;0;KALOT;14,16;42;FLAP|KALOT|0;H18
FLAP;0;LAING;8,88;25;FLAP|LAING|0;H18
FLAP;0;LAIPH;14,4;42;FLAP|LAIPH|0;H18
FLAP;0;LIGBL;12,6;36;FLAP|LIGBL|0;H18
FLAP;0;MATPH;14,4;40;FLAP|MATPH|0;H18
FLAP;0;MOMYE;14,16;45;FLAP|MOMYE|0;H18
FLAP;0;NOEUD;15,48;45;FLAP|NOEUD|0;H18
FLAP;0;NYNER;12,72;39;FLAP|NYNER|0;H18
FLAP;0;NYRED;12,72;39;FLAP|NYRED|0;H18
FLAP;0;ONDBL;12,6;36;FLAP|ONDBL|0;H18
FLAP;0;PAILJ;15,6;45;FLAP|PAILJ|0;H18
FLAP;0;PAILR;15,6;45;FLAP|PAILR|0;H18
FLAP;0;PAPYE;12,72;39;FLAP|PAPYE|0;H18
FLAP;0;PDGAL;15,6;47;FLAP|PDGAL|0;H18
FLAP;0;PONBL;16,67;48;FLAP|PONBL|0;H18
FLAP;0;RIVRO;12,72;40;FLAP|RIVRO|0;H18
FLAP;0;ROSMO;18,12;55;FLAP|ROSMO|0;H18
FLAP;0;SLISA;9,72;30;FLAP|SLISA|0;H18
FLAP;0;STRNA;12,1;37;FLAP|STRNA|0;H18
FLAP;0;TILEO;11,2;42;FLAP|TILEO|0;H18
FLAPDISNEY;0;BLDOT;14,4;44;FLAPDISNEY|BLDOT|0;H17
FLAPDISNEY;0;DAIRO;12,6;38;FLAPDISNEY|DAIRO|0;H17
FLAPDISNEY;0;ECOMI;12,6;38;FLAPDISNEY|ECOMI|0;H17
FLAPDISNEY;0;MINAV;12,6;38;FLAPDISNEY|MINAV|0;H17
FLAPDISNEY;0;MINJA;12,6;38;FLAPDISNEY|MINJA|0;H17
FLAPDISNEY;0;MINNE;14,52;44;FLAPDISNEY|MINNE|0;H17
FLAPDISNEY;0;MINRE;12,6;38;FLAPDISNEY|MINRE|0;H17
FLAPDISNEY;0;POIBL;14,4;44;FLAPDISNEY|POIBL|0;H17
FLAPECO;0;LAPAM;18;54;FLAPECO|LAPAM|0;H17
FLAPECO;0;LAPAN;16,2;50;FLAPECO|LAPAN|0;H17
FLAPECO;0;LAPBS;18;54;FLAPECO|LAPBS|0;H17
FLAPECO;0;LAPBU;18;54;FLAPECO|LAPBU|0;H17
FLAPECO;0;LAPVI;18;55;FLAPECO|LAPVI|0;H17
FLAPECOFOU;0;BLUAC;18;54;FLAPECOFOU|BLUAC|0;H18
FLAPECOFOU;0;BLUET;18;54;FLAPECOFOU|BLUET|0;H18
FLAPECOFOU;0;GREY;18;54;FLAPECOFOU|GREY|0;H18
FLAPECOFOU;0;IVOIR;18;54;FLAPECOFOU|IVOIR|0;H18
FLAPECOFOU;0;LABOR;18;54;FLAPECOFOU|LABOR|0;H18
FLAPECOFOU;0;LANOC;18;54;FLAPECOFOU|LANOC|0;H18
FLAPECOFOU;0;LANOI;18;54;FLAPECOFOU|LANOI|0;H18
FLAPECOFOU;0;LAPAU;18;54;FLAPECOFOU|LAPAU|0;H18
FLAPECOFOU;0;LAPBL;18;54;FLAPECOFOU|LAPBL|0;H18
FLAPECOFOU;0;LAPCH;18;54;FLAPECOFOU|LAPCH|0;H18
FLAPECOFOU;0;LASAU;18,72;56;FLAPECOFOU|LASAU|0;H18
FLAPECOFOU;0;LASNO;18,72;56;FLAPECOFOU|LASNO|0;H18
FLAPECOFOU;0;LASTO;18,72;56;FLAPECOFOU|LASTO|0;H18
FLAPECOFOU;0;LEOCH;13,6;40;FLAPECOFOU|LEOCH|0;H18
FLAPECOFOU;0;MOUMU;18,6;56;FLAPECOFOU|MOUMU|0;H18
FLAPECOFOU;0;ROSMO;18;50;FLAPECOFOU|ROSMO|0;H18
FLAPECOFOU;0;SLVG;18;54;FLAPECOFOU|SLVG|0;H18
FLAPMICRO;0;BIJBD;11,2;36;FLAPMICRO|BIJBD|0;H18
FLAPMICRO;0;BIJGR;11,2;36;FLAPMICRO|BIJGR|0;H18
FLAPMICRO;0;BIJNA;11,2;36;FLAPMICRO|BIJNA|0;H18
FLAPMICRO;0;BIJNE;11,2;36;FLAPMICRO|BIJNE|0;H18
FLAPMICRO;0;CLRED;14,4;43;FLAPMICRO|CLRED|0;H18
FLAPMICRO;0;COCOS;12,6;38;FLAPMICRO|COCOS|0;H18
FLAPMICRO;0;COCOV;12,6;38;FLAPMICRO|COCOV|0;H18
FLAPMICRO;0;DENTE;14,4;47;FLAPMICRO|DENTE|0;H18
FLAPMICRO;0;DERED;15,6;47;FLAPMICRO|DERED|0;H18
FLAPMICRO;0;DEWHI;15,6;47;FLAPMICRO|DEWHI|0;H18
FLAPMICRO;0;FLROS;15,6;47;FLAPMICRO|FLROS|0;H18
FLAPMICRO;0;FLSKY;15,6;47;FLAPMICRO|FLSKY|0;H18
FLAPMICRO;0;LEOCH;12,1;36;FLAPMICRO|LEOCH|0;H18
FLAPMICRO;0;NYGEO;12,6;38;FLAPMICRO|NYGEO|0;H18
FLAPMICRO;0;PDGAL;14,52;44;FLAPMICRO|PDGAL|0;H18
FLAPMICRO;0;PDPBL;12,66;38;FLAPMICRO|PDPBL|0;H18
FLAPMICRO;0;STRNA;11,2;33;FLAPMICRO|STRNA|0;H18
FLAPMICRO;0;TARTR;12,66;38;FLAPMICRO|TARTR|0;H18
FLAPMICRO;0;TILEO;11,2;42;FLAPMICRO|TILEO|0;H18
FLAPMICRO;0;VICCO;14,4;43;FLAPMICRO|VICCO|0;H18
FLAPMINIOFOLDER;0;BLUET;17,28;55;FLAPMINIOFOLDER|BLUET|0;H17
FLAPMINIOFOLDER;0;CANFR;14,52;42;FLAPMINIOFOLDER|CANFR|0;H17
FLAPMINIOFOLDER;0;CARBW;20,4;60;FLAPMINIOFOLDER|CARBW|0;H17
FLAPMINIOFOLDER;0;ECOAU;21,6;65;FLAPMINIOFOLDER|ECOAU|0;H17
FLAPMINIOFOLDER;0;ECOOT;21,6;65;FLAPMINIOFOLDER|ECOOT|0;H17
FLAPMINIOFOLDER;0;ECOVO;21,6;65;FLAPMINIOFOLDER|ECOVO|0;H17
FLAPMINIOFOLDER;0;FOULA;10,8;32;FLAPMINIOFOLDER|FOULA|0;H17
FLAPMINIOFOLDER;0;KIWI;17,28;55;FLAPMINIOFOLDER|KIWI|0;H17
FLAPMINIOFOLDER;0;MATBL;16,68;50;FLAPMINIOFOLDER|MATBL|0;H17
FLAPMINIOFOLDER;0;MATPH;16,68;50;FLAPMINIOFOLDER|MATPH|0;H17
FLAPNOEL2017;0;BLUAV;21,6;60;FLAPNOEL2017|BLUAV|0;H17
FLAPNOEL2017;0;BLUET;21,6;60;FLAPNOEL2017|BLUET|0;H17
FLAPOFOLDER;0;BLACK;9,23;30;FLAPOFOLDER|BLACK|0;H16
FLAPOFOLDER;0;CUIVE;18,42;55;FLAPOFOLDER|CUIVE|0;H16
FLAPOFOLDER;0;SERNO;27,6;80;FLAPOFOLDER|SERNO|0;H16
FLAPOGLAM;0;BDX;14,04;42;FLAPOGLAM|BDX|0;H18
FLAPOGLAM;0;FLBDX;18,3;55;FLAPOGLAM|FLBDX|0;H18
FLAPOGLAM;0;FLBLA;18,3;55;FLAPOGLAM|FLBLA|0;H18
FLAPOGLAM;0;FLBRO;18,3;55;FLAPOGLAM|FLBRO|0;H18
FLAPOGLAM;0;FLSLV;18,3;55;FLAPOGLAM|FLSLV|0;H18
FLAPOGLAM;0;SAFAN;11,2;34;FLAPOGLAM|SAFAN|0;H18
FLAPOGLAM;0;SAFNA;11,2;34;FLAPOGLAM|SAFNA|0;H18
FLAPOGLAM;0;SAFRO;11,2;34;FLAPOGLAM|SAFRO|0;H18
FLAPOGLAM;0;SAGRI;11,2;34;FLAPOGLAM|SAGRI|0;H18
FLAPOHUG;0;BLUET;6,6;20;FLAPOHUG|BLUET|0;E18
FLAPOHUG;0;GBLAC;6,6;20;FLAPOHUG|GBLAC|0;E18
FLAPOHUG;0;GBLUE;6,6;20;FLAPOHUG|GBLUE|0;E18
FLAPOHUG;0;GFRAG;6,6;20;FLAPOHUG|GFRAG|0;E18
FLAPOHUG;0;GRED;6,6;20;FLAPOHUG|GRED|0;E18
FLAPOHUG;0;GSANG;6,6;20;FLAPOHUG|GSANG|0;E18
FLAPOHUG;0;SLVG;6,6;20;FLAPOHUG|SLVG|0;E18
FLAPOHUGMEN;0;BIS1;60;20;FLAPOHUGMEN|BIS1|0;E17
FLAPOHUGMEN;0;BIS2;60;20;FLAPOHUGMEN|BIS2|0;E17
FLAPOHUGMEN;0;BLACK;6,6;20;FLAPOHUGMEN|BLACK|0;E17
FLAPOHUGMEN;0;BLUE1;6,6;20;FLAPOHUGMEN|BLUE1|0;E17
FLAPOHUGMEN;0;BLUE2;6,6;20;FLAPOHUGMEN|BLUE2|0;E17
FLAPOHUGMEN;0;GR1;6,6;20;FLAPOHUGMEN|GR1|0;E17
FLAPOHUGMEN;0;GR2;6,6;20;FLAPOHUGMEN|GR2|0;E17
FLAPOHUGMEN;0;NAVY1;6,6;20;FLAPOHUGMEN|NAVY1|0;E17
FLAPOHUGMEN;0;NAVY2;6,6;20;FLAPOHUGMEN|NAVY2|0;E17
FLAPOHUGMEN;0;ROCK1;6,6;20;FLAPOHUGMEN|ROCK1|0;E17
FLAPOHUGMEN;0;ROCK2;6,6;20;FLAPOHUGMEN|ROCK2|0;E17
FLAPOHUGMEN;0;TERRA;6,6;20;FLAPOHUGMEN|TERRA|0;E17
FLAPOHUGMEN;0;TESTA;6,6;20;FLAPOHUGMEN|TESTA|0;E17
FLAPOHUGMEN;0;VERT2;6,6;20;FLAPOHUGMEN|VERT2|0;E17
FRANGES/ANSES;0;ECNAT;10,8;30;FRANGES/ANSES|ECNAT|0;H16
FRANGES/ANSES;0;ECTES;10,8;30;FRANGES/ANSES|ECTES|0;H16
KITZAINO;0;BLK;15;45;KITZAINO|BLK|0;H16
KITZAINO;0;BOR;15;45;KITZAINO|BOR|0;H16
KITZAINO;0;BRUCI;15;45;KITZAINO|BRUCI|0;H16
KITZAINO;0;GDCVE;15,24;45;KITZAINO|GDCVE|0;H16
KITZAINO;0;TESTA;15;45;KITZAINO|TESTA|0;H16
LAPIN;0;BROWN;36;95;LAPIN|BROWN|0;H16
LOUP;0;VIOL;78,48;240;LOUP|VIOL|0;H16
MARMOTTE;0;MARSA;64,56;200;MARMOTTE|MARSA|0;H16
MICROOBEACH;0;CEDRO;10,68;33;MICROOBEACH|CEDRO|0;E18
MICROOBEACH;0;CORAL;10,68;33;MICROOBEACH|CORAL|0;E18
MICROOPOCKET;0;AMARA;4,8;14;MICROOPOCKET|AMARA|0;H18
MICROOPOCKET;0;ATLAN;4,8;14;MICROOPOCKET|ATLAN|0;H18
MICROOPOCKET;0;AUBER;4,8;14;MICROOPOCKET|AUBER|0;H18
MICROOPOCKET;0;BDX;4,8;14;MICROOPOCKET|BDX|0;H18
MICROOPOCKET;0;CHAMP;4,8;14;MICROOPOCKET|CHAMP|0;H18
MICROOPOCKET;0;COBAL;4,8;14;MICROOPOCKET|COBAL|0;H18
MICROOPOCKET;0;CURRY;4,8;14;MICROOPOCKET|CURRY|0;H18
MICROOPOCKET;0;MAYA;4,8;14;MICROOPOCKET|MAYA|0;H18
MICROOPOCKET;0;RED;4,8;14;MICROOPOCKET|RED|0;H18
MICROOPOCKET;0;ROSMO;4,8;14;MICROOPOCKET|ROSMO|0;H18
MICROOPOCKET;0;SKYWA;4,8;14;MICROOPOCKET|SKYWA|0;H18
MINIBODYCRYSTMAT;0;RED;36,6;110;MINIBODYCRYSTMAT|RED|0;H17
MINIBOR;0;BOUCO;12,6;38;MINIBOR|BOUCO|0;H18
MINIBOR;0;BOUNA;12,6;38;MINIBOR|BOUNA|0;H18
MINIBOR;0;BOURS;12,6;38;MINIBOR|BOURS|0;H18
MINIBOR;0;BOUWH;12,72;39;MINIBOR|BOUWH|0;H18
MINIBOR;0;COBLU;9,78;30;MINIBOR|COBLU|0;H18
MINIBOR;0;COTBO;9,78;30;MINIBOR|COTBO|0;H18
MINIBOR;0;COTCU;9,78;30;MINIBOR|COTCU|0;H18
MINIBOR;0;COTWH;9,78;30;MINIBOR|COTWH|0;H18
MINIBOR;0;DENAV;10,8;33;MINIBOR|DENAV|0;H18
MINIBOR;0;ECOBL;12,66;38;MINIBOR|ECOBL|0;H18
MINIBOR;0;KALAU;14,4;43;MINIBOR|KALAU|0;H18
MINIBOR;0;LAIBO;9,78;30;MINIBOR|LAIBO|0;H18
MINIBOR;0;LAIGR;9,78;30;MINIBOR|LAIGR|0;H18
MINIBOR;0;LAIOR;9,78;30;MINIBOR|LAIOR|0;H18
MINIBOR;0;LAIVE;9,78;30;MINIBOR|LAIVE|0;H18
MINIBOR;0;LEOBR;12,1;36;MINIBOR|LEOBR|0;H18
MINIBOR;0;MOUBL;8,88;27;MINIBOR|MOUBL|0;H18
MINIBOR;0;POMBE;8,88;25;MINIBOR|POMBE|0;H18
MINIBOR;0;POW;12;35;MINIBOR|POW|0;H18
MINIBOR;0;RASNA;9,66;30;MINIBOR|RASNA|0;H18
MINIBOR;0;RASNE;9,66;30;MINIBOR|RASNE|0;H18
MINIBOR;0;RIVRO;12,72;40;MINIBOR|RIVRO|0;H18
MINIBOR;0;STRNA;10,6;33;MINIBOR|STRNA|0;H18
MINIBOR;0;VEBLU;13,92;45;MINIBOR|VEBLU|0;H18
MINIBOR;0;ZIPVE;10,8;35;MINIBOR|ZIPVE|0;H18
MINICANOBEACH;0;FIREW;11,85;36;MINICANOBEACH|FIREW|0;E18
MINICANOBEACH;0;HAICO;15,56;45;MINICANOBEACH|HAICO|0;E18
MINICANOBEACH;0;HAIPI;15,56;45;MINICANOBEACH|HAIPI|0;E18
MINICANOBEACH;0;IBISC;11,85;35;MINICANOBEACH|IBISC|0;E18
MINICANOBEACH;0;NARED;12,72;39;MINICANOBEACH|NARED|0;E18
MINICANOBEACH;0;NATUR;10,74;33;MINICANOBEACH|NATUR|0;E18
MINICANOBEACH;0;RAIRE;13,44;40;MINICANOBEACH|RAIRE|0;E18
MINICANOBEACH;0;TRACQ;10,68;33;MINICANOBEACH|TRACQ|0;E18
MINICANOBEACH;0;TRORA;10,68;33;MINICANOBEACH|TRORA|0;E18
MINICANOBEACH;0;TRYEL;10,68;33;MINICANOBEACH|TRYEL|0;E18
MINICANOBEACH;0;WAVES;11,85;35;MINICANOBEACH|WAVES|0;E18
MINICANVAS;0;AGUG;10,8;30;MINICANVAS|AGUG|0;H18
MINICANVAS;0;BLACK;7,08;20;MINICANVAS|BLACK|0;H18
